cmpd_usgs,state_alpha,state_fips,year,Categories,value,crop_usgs,kg_ha,unsurveyed,noncrop,coverage
IMIDACLOPRID,AZ,4,2017,Grapes,69,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Christmas Trees,70,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Other Tree Crops,71,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Citrus,72,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Pecans,74,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Almonds,75,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Walnuts,76,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Pears,77,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Water,83,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Wetlands,87,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Aquaculture,92,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Open Water,111,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Perennial Ice/Snow,112,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Developed/Open Space,121,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Developed/Low Intensity,122,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Developed/Med Intensity,123,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Developed/High Intensity,124,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Barren,131,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Deciduous Forest,141,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Evergreen Forest,142,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Mixed Forest,143,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Shrubland,152,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Grassland Herbaceous,171,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Grassland/Pasture,176,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Pasture/Hay,181,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Woody Wetlands,190,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Herbaceous Wetlands,195,Non_crop,NA,0,1,1
IMIDACLOPRID,AZ,4,2017,Pistachios,204,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Triticale,205,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Carrots,206,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Asparagus,207,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Garlic,208,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Cantaloupes,209,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Prunes,210,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Olives,211,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Oranges,212,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Honeydew Melons,213,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Broccoli,214,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Peppers,216,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Pomegranates,217,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Nectarines,218,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Greens,219,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Plums,220,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Strawberries,221,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Squash,222,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Apricots,223,Orchards_and_grapes,0.05496819,0,0,3
IMIDACLOPRID,AZ,4,2017,Vetch,224,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Dbl Crop WinWht/Corn,225,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Oats/Corn,226,Double,NA,0.5,0,3
IMIDACLOPRID,AZ,4,2017,Lettuce,227,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Pumpkins,229,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Lettuce/Durum Wht,230,Double,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Lettuce/Cantaloupe,231,Double,0.51439529228801,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Lettuce/Cotton,232,Double,0.258194612219571,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Lettuce/Barley,233,Double,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Durum Wht/Sorghum,234,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Barley/Sorghum,235,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop WinWht/Sorghum,236,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Barley/Corn,237,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop WinWht/Cotton,238,Double,9.96966075565955e-4,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Soybeans/Cotton,239,Double,9.96966075565955e-4,0,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Soybeans/Oats,240,Double,NA,0.5,0,3
IMIDACLOPRID,AZ,4,2017,Dbl Crop Corn/Soybeans,241,Double,NA,0,0,3
IMIDACLOPRID,AZ,4,2017,Blueberries,242,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Cabbage,243,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Cauliflower,244,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Celery,245,Vegetables_and_fruit,0.257197646144005,0,0,3
IMIDACLOPRID,AZ,4,2017,Radishes,246,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Turnips,247,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Eggplants,248,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Gourds,249,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Cranberries,250,Not_surveyed,NA,1,0,2
IMIDACLOPRID,AZ,4,2017,Dbl Crop Barley/Soybeans,254,Double,NA,0,0,3
