cmpd_usgs,state_alpha,state_fips,year,Categories,value,crop_usgs,kg_ha,unsurveyed,noncrop,coverage
IMIDACLOPRID,NV,32,2013,Corn,1,Corn,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Cotton,2,Cotton,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Rice,3,Rice,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Sorghum,4,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Soybeans,5,Soybeans,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Sunflower,6,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Peanuts,10,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Tobacco,11,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Sweet Corn,12,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Pop or Orn Corn,13,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Mint,14,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Barley,21,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Durum Wheat,22,Wheat,0.00611173436524449,0,0,3
IMIDACLOPRID,NV,32,2013,Spring Wheat,23,Wheat,0.00611173436524449,0,0,3
IMIDACLOPRID,NV,32,2013,Winter Wheat,24,Wheat,0.00611173436524449,0,0,3
IMIDACLOPRID,NV,32,2013,Other Small Grains,25,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Dbl Crop WinWht/Soybeans,26,Double,0.00611173436524449,0,0,3
IMIDACLOPRID,NV,32,2013,Rye,27,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Oats,28,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Millet,29,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Speltz,30,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Canola,31,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Flaxseed,32,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Safflower,33,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Rape Seed,34,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Mustard,35,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Alfalfa,36,Alfalfa,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Other Hay/Non Alfalfa,37,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Camelina,38,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Buckwheat,39,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Sugarbeets,41,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Dry Beans,42,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Potatoes,43,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Other Crops,44,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Sugarcane,45,Other_crops,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Sweet Potatoes,46,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Misc Vegs & Fruits,47,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Watermelons,48,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Onions,49,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Cucumbers,50,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Chick Peas,51,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Lentils,52,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Peas,53,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Tomatoes,54,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Caneberries,55,Vegetables_and_fruit,0.1174698,0,0,3
IMIDACLOPRID,NV,32,2013,Hops,56,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Herbs,57,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Clover/Wildflowers,58,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Sod/Grass Seed,59,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Switchgrass,60,Not_surveyed,NA,1,0,2
IMIDACLOPRID,NV,32,2013,Fallow/Idle Cropland,61,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Pasture/Grass,62,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,NV,32,2013,Forest,63,Non_crop,NA,0,1,1
IMIDACLOPRID,NV,32,2013,Shrubland,64,Non_crop,NA,0,1,1
IMIDACLOPRID,NV,32,2013,Barren,65,Non_crop,NA,0,1,1
IMIDACLOPRID,NV,32,2013,Cherries,66,Orchards_and_grapes,0.04229979,0,0,3
IMIDACLOPRID,NV,32,2013,Peaches,67,Orchards_and_grapes,0.04229979,0,0,3
IMIDACLOPRID,NV,32,2013,Apples,68,Orchards_and_grapes,0.04229979,0,0,3
IMIDACLOPRID,NV,32,2013,Grapes,69,Orchards_and_grapes,0.04229979,0,0,3
