cmpd_usgs,state_alpha,state_fips,year,Categories,value,crop_usgs,kg_ha,unsurveyed,noncrop,coverage
IMIDACLOPRID,TN,47,2010,Sugarbeets,41,Other_crops,0.03706583,0,0,3
IMIDACLOPRID,TN,47,2010,Dry Beans,42,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Potatoes,43,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Other Crops,44,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Sugarcane,45,Other_crops,0.03706583,0,0,3
IMIDACLOPRID,TN,47,2010,Sweet Potatoes,46,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Misc Vegs & Fruits,47,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Watermelons,48,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Onions,49,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Cucumbers,50,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Chick Peas,51,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Lentils,52,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Peas,53,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Tomatoes,54,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Caneberries,55,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Hops,56,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Herbs,57,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Clover/Wildflowers,58,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Sod/Grass Seed,59,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Switchgrass,60,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Fallow/Idle Cropland,61,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,TN,47,2010,Pasture/Grass,62,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,TN,47,2010,Forest,63,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Shrubland,64,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Barren,65,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Cherries,66,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Peaches,67,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Apples,68,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Grapes,69,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Christmas Trees,70,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Other Tree Crops,71,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Citrus,72,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Pecans,74,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Almonds,75,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Walnuts,76,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Pears,77,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Water,83,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Wetlands,87,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Aquaculture,92,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Open Water,111,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Perennial Ice/Snow,112,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Developed/Open Space,121,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Developed/Low Intensity,122,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Developed/Med Intensity,123,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Developed/High Intensity,124,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Barren,131,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Deciduous Forest,141,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Evergreen Forest,142,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Mixed Forest,143,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Shrubland,152,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Grassland Herbaceous,171,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Grassland/Pasture,176,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,TN,47,2010,Pasture/Hay,181,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,TN,47,2010,Woody Wetlands,190,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Herbaceous Wetlands,195,Non_crop,NA,0,1,1
IMIDACLOPRID,TN,47,2010,Pistachios,204,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Triticale,205,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Carrots,206,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Asparagus,207,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Garlic,208,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Cantaloupes,209,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Prunes,210,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Olives,211,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Oranges,212,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Honeydew Melons,213,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Broccoli,214,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Peppers,216,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Pomegranates,217,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Nectarines,218,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Greens,219,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Plums,220,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Strawberries,221,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Squash,222,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Apricots,223,Orchards_and_grapes,0.01819179,0,0,3
IMIDACLOPRID,TN,47,2010,Vetch,224,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Dbl Crop WinWht/Corn,225,Double,0.00394183645538595,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Oats/Corn,226,Double,9.01843660639693e-5,0.5,0,3
IMIDACLOPRID,TN,47,2010,Lettuce,227,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Pumpkins,229,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Lettuce/Durum Wht,230,Double,0.00526794708932198,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Lettuce/Cantaloupe,231,Double,0.00283259,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Lettuce/Cotton,232,Double,0.0388077119151798,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Lettuce/Barley,233,Double,0.038482125,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Durum Wht/Sorghum,234,Double,0.040917482089322,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Barley/Sorghum,235,Double,0.07413166,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop WinWht/Sorghum,236,Double,0.040917482089322,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Barley/Corn,237,Double,0.037156014366064,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop WinWht/Cotton,238,Double,0.0412430690045018,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Soybeans/Cotton,239,Double,0.0415352478226239,0,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Soybeans/Oats,240,Double,0.00414383090744411,0.5,0,3
IMIDACLOPRID,TN,47,2010,Dbl Crop Corn/Soybeans,241,Double,0.00423401527350808,0,0,3
IMIDACLOPRID,TN,47,2010,Blueberries,242,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Cabbage,243,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Cauliflower,244,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Celery,245,Vegetables_and_fruit,0.001416295,0,0,3
IMIDACLOPRID,TN,47,2010,Radishes,246,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Turnips,247,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Eggplants,248,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Gourds,249,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Cranberries,250,Not_surveyed,NA,1,0,2
IMIDACLOPRID,TN,47,2010,Dbl Crop Barley/Soybeans,254,Double,0.0412096609074441,0,0,3
