cmpd_usgs,state_alpha,state_fips,year,Categories,value,crop_usgs,kg_ha,unsurveyed,noncrop,coverage
IMIDACLOPRID,PA,42,2016,Corn,1,Corn,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Cotton,2,Cotton,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Rice,3,Rice,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Sorghum,4,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Soybeans,5,Soybeans,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Sunflower,6,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Peanuts,10,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Tobacco,11,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Sweet Corn,12,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Pop or Orn Corn,13,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Mint,14,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Barley,21,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Durum Wheat,22,Wheat,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Spring Wheat,23,Wheat,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Winter Wheat,24,Wheat,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Other Small Grains,25,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Dbl Crop WinWht/Soybeans,26,Double,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Rye,27,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Oats,28,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Millet,29,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Speltz,30,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Canola,31,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Flaxseed,32,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Safflower,33,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Rape Seed,34,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Mustard,35,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Alfalfa,36,Alfalfa,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Other Hay/Non Alfalfa,37,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Camelina,38,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Buckwheat,39,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Sugarbeets,41,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Dry Beans,42,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Potatoes,43,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Other Crops,44,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Sugarcane,45,Other_crops,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Sweet Potatoes,46,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Misc Vegs & Fruits,47,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Watermelons,48,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Onions,49,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Cucumbers,50,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Chick Peas,51,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Lentils,52,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Peas,53,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Tomatoes,54,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Caneberries,55,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Hops,56,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Herbs,57,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Clover/Wildflowers,58,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Sod/Grass Seed,59,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Switchgrass,60,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Fallow/Idle Cropland,61,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Pasture/Grass,62,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Forest,63,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Shrubland,64,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Barren,65,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Cherries,66,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Peaches,67,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Apples,68,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Grapes,69,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Christmas Trees,70,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Other Tree Crops,71,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Citrus,72,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Pecans,74,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Almonds,75,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Walnuts,76,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Pears,77,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Water,83,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Wetlands,87,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Aquaculture,92,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Open Water,111,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Perennial Ice/Snow,112,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Developed/Open Space,121,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Developed/Low Intensity,122,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Developed/Med Intensity,123,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Developed/High Intensity,124,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Barren,131,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Deciduous Forest,141,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Evergreen Forest,142,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Mixed Forest,143,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Shrubland,152,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Grassland Herbaceous,171,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Grassland/Pasture,176,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Pasture/Hay,181,Pasture_and_hay,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Woody Wetlands,190,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Herbaceous Wetlands,195,Non_crop,NA,0,1,1
IMIDACLOPRID,PA,42,2016,Pistachios,204,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Triticale,205,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Carrots,206,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Asparagus,207,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Garlic,208,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Cantaloupes,209,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Prunes,210,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Olives,211,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Oranges,212,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Honeydew Melons,213,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Broccoli,214,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Peppers,216,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Pomegranates,217,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Nectarines,218,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Greens,219,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Plums,220,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Strawberries,221,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Squash,222,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Apricots,223,Orchards_and_grapes,0.01667585,0,0,3
IMIDACLOPRID,PA,42,2016,Vetch,224,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Dbl Crop WinWht/Corn,225,Double,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Oats/Corn,226,Double,NA,0.5,0,3
IMIDACLOPRID,PA,42,2016,Lettuce,227,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Pumpkins,229,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Lettuce/Durum Wht,230,Double,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Lettuce/Cantaloupe,231,Double,0.05655004,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Lettuce/Cotton,232,Double,0.02827502,0,0,3
