cmpd_usgs,state_alpha,state_fips,year,Categories,value,crop_usgs,kg_ha,unsurveyed,noncrop,coverage
IMIDACLOPRID,PA,42,2016,Dbl Crop Lettuce/Barley,233,Double,0.05295497,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Durum Wht/Sorghum,234,Double,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Barley/Sorghum,235,Double,0.0493599,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop WinWht/Sorghum,236,Double,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Barley/Corn,237,Double,0.02467995,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop WinWht/Cotton,238,Double,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Soybeans/Cotton,239,Double,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Soybeans/Oats,240,Double,NA,0.5,0,3
IMIDACLOPRID,PA,42,2016,Dbl Crop Corn/Soybeans,241,Double,NA,0,0,3
IMIDACLOPRID,PA,42,2016,Blueberries,242,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Cabbage,243,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Cauliflower,244,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Celery,245,Vegetables_and_fruit,0.02827502,0,0,3
IMIDACLOPRID,PA,42,2016,Radishes,246,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Turnips,247,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Eggplants,248,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Gourds,249,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Cranberries,250,Not_surveyed,NA,1,0,2
IMIDACLOPRID,PA,42,2016,Dbl Crop Barley/Soybeans,254,Double,0.02467995,0,0,3
