Run ID,PWC Input File,PWC Scenario File,PWC ZTS File Name,PWC Semi-Aquatic File,PWC Aquatic File,Spray DSD,Buffer (m),fd
Canola_1x0.36Pre+0.24+0.13Post_1G,Glufosinate_ESA_Batch_Ground_Wetland.csv,,,,,Ground_Fine_to_Medium/Coarse_High_Boom_90th,0,0
